1	1
1	2
1	3
1	4
1	5
2	1
2	2
3	1
3	2
4	1
4	2
5	1
5	2
5	3
5	4
6	1
6	2
7	1
7	2
7	3
7	4
9	1
9	2
9	3
9	4
10	1
10	2
11	1
11	2
12	1
12	2
12	3
12	4
12	5
13	1
13	2
13	3
15	1
15	2
15	3
15	4
16	1
16	2
16	3
16	4
16	5
17	1
17	2
17	3
17	4
18	1
18	2
18	3
18	4
20	1
20	2
20	3
21	1
23	1
23	2
23	3
24	1
24	2
24	3
24	4
24	5
25	1
26	1
26	2
27	1
27	2
27	3
27	4
28	1
28	2
29	1
29	2
32	1
32	2
32	3
32	4
32	5
34	1
35	1
35	2
35	3
36	1
37	1
37	2
37	3
37	4
37	5
38	1
38	2
39	1
39	2
39	3
40	1
40	2
41	1
41	2
41	3
42	1
42	2
42	3
42	4
42	5
43	1
43	2
43	3
43	4
43	5
44	1
45	1
45	2
45	3
45	4
46	1
47	1
47	2
47	3
48	1
48	2
48	3
48	4
51	1
51	2
51	3
52	1
52	2
54	1
54	2
54	3
54	4
55	1
55	2
55	3
55	4
56	1
56	2
56	3
56	4
57	1
57	2
57	3
57	4
58	1
58	2
60	1
60	2
61	1
62	1
62	2
63	1
63	2
63	3
64	1
65	1
65	2
65	3
65	4
65	5
66	1
67	1
67	2
68	1
68	2
68	3
68	4
68	5
69	1
69	2
69	3
70	1
70	2
70	3
70	4
71	1
71	2
71	3
71	4
71	5
73	1
73	2
73	3
73	4
73	5
74	1
74	2
74	3
74	4
74	5
75	1
75	2
75	3
75	4
76	1
76	2
77	1
77	2
77	3
77	4
77	5
78	1
78	2
78	3
78	4
79	1
79	2
80	1
80	2
80	3
80	4
81	1
82	1
82	2
82	3
84	1
84	2
85	1
85	2
86	1
86	2
86	3
88	1
90	1
90	2
90	3
90	4
91	1
91	2
91	3
92	1
92	2
92	3
92	4
94	1
95	1
95	2
95	3
95	4
96	1
96	2
96	3
96	4
97	1
97	2
97	3
97	4
97	5
98	1
99	1
99	2
99	3
99	4
100	1
100	2
100	3
100	4
101	1
102	1
102	2
102	3
102	4
103	1
103	2
103	3
106	1
106	2
106	3
106	4
106	5
107	1
107	2
107	3
107	4
108	1
109	1
109	2
109	3
109	4
109	5
110	1
110	2
110	3
111	1
111	2
113	1
114	1
114	2
114	3
114	4
114	5
116	1
116	2
116	3
116	4
117	1
117	2
117	3
117	4
117	5
118	1
118	2
118	3
118	4
121	1
121	2
121	3
121	4
124	1
124	2
124	3
124	4
124	5
125	1
126	1
127	1
127	2
128	1
128	2
128	3
128	4
128	5
129	1
129	2
130	1
130	2
130	3
130	4
130	5
131	1
131	2
132	1
132	2
132	3
133	1
133	2
134	1
134	2
134	3
135	1
135	2
135	3
135	4
135	5
136	1
136	2
136	3
136	4
137	1
137	2
138	1
138	2
139	1
139	2
139	3
139	4
139	5
141	1
141	2
143	1
144	1
144	2
144	3
144	4
144	5
145	1
145	2
145	3
145	4
145	5
146	1
146	2
146	3
146	4
146	5
147	1
149	1
149	2
149	3
149	4
149	5
152	1
153	1
153	2
155	1
156	1
156	2
156	3
157	1
157	2
158	1
158	2
160	1
161	1
161	2
161	3
162	1
162	2
162	3
162	4
163	1
163	2
163	3
164	1
164	2
164	3
165	1
166	1
166	2
166	3
166	4
168	1
168	2
168	3
169	1
169	2
169	3
169	4
170	1
170	2
170	3
170	4
171	1
171	2
172	1
172	2
172	3
172	4
174	1
174	2
174	3
175	1
176	1
176	2
177	1
177	2
177	3
177	4
177	5
178	1
179	1
180	1
180	2
181	1
182	1
184	1
184	2
184	3
184	4
186	1
186	2
186	3
187	1
188	1
188	2
190	1
190	2
190	3
190	4
190	5
191	1
191	2
191	3
191	4
192	1
192	2
192	3
192	4
192	5
193	1
195	1
195	2
195	3
196	1
197	1
198	1
198	2
198	3
198	4
199	1
200	1
201	1
201	2
201	3
202	1
202	2
202	3
202	4
202	5
203	1
204	1
204	2
204	3
204	4
204	5
205	1
206	1
206	2
206	3
206	4
207	1
207	2
207	3
207	4
207	5
208	1
209	1
210	1
211	1
212	1
212	2
214	1
214	2
215	1
215	2
216	1
216	2
216	3
216	4
217	1
217	2
218	1
218	2
219	1
219	2
220	1
220	2
220	3
221	1
222	1
222	2
222	3
222	4
222	5
223	1
224	1
224	2
225	1
225	2
225	3
225	4
225	5
226	1
227	1
228	1
228	2
229	1
229	2
229	3
229	4
229	5
230	1
230	2
230	3
230	4
230	5
231	1
231	2
231	3
231	4
231	5
233	1
234	1
234	2
234	3
234	4
234	5
235	1
235	2
235	3
236	1
236	2
236	3
236	4
236	5
237	1
237	2
237	3
238	1
238	2
238	3
238	4
239	1
239	2
240	1
240	2
240	3
241	1
241	2
241	3
241	4
243	1
243	2
243	3
243	4
243	5
244	1
245	1
245	2
245	3
245	4
247	1
247	2
247	3
247	4
249	1
250	1
250	2
250	3
250	4
251	1
251	2
251	3
251	4
251	5
252	1
252	2
254	1
254	2
254	3
254	4
255	1
255	2
255	3
255	4
257	1
257	2
257	3
257	4
257	5
258	1
258	2
258	3
258	4
258	5
259	1
259	2
259	3
259	4
259	5
260	1
260	2
260	3
260	4
261	1
261	2
261	3
261	4
263	1
263	2
263	3
263	4
264	1
264	2
264	3
264	4
264	5
265	1
265	2
265	3
265	4
266	1
266	2
266	3
267	1
267	2
267	3
267	4
268	1
269	1
269	2
270	1
270	2
270	3
270	4
271	1
271	2
271	3
271	4
271	5
273	1
273	2
273	3
273	4
273	5
274	1
275	1
275	2
275	3
275	4
275	5
276	1
276	2
276	3
276	4
277	1
277	2
277	3
277	4
278	1
281	1
281	2
281	3
281	4
282	1
282	2
282	3
282	4
283	1
283	2
283	3
283	4
284	1
284	2
285	1
285	2
285	3
285	4
287	1
287	2
287	3
287	4
288	1
289	1
289	2
289	3
292	1
292	2
292	3
292	4
294	1
294	2
294	3
294	4
296	1
297	1
297	2
297	3
298	1
298	2
298	3
298	4
299	1
300	1
300	2
300	3
301	1
301	2
301	3
301	4
301	5
302	1
302	2
303	1
303	2
303	3
303	4
303	5
304	1
305	1
305	2
305	3
305	4
305	5
306	1
306	2
306	3
306	4
307	1
307	2
307	3
307	4
308	1
308	2
308	3
308	4
308	5
310	1
310	2
310	3
310	4
311	1
312	1
312	2
312	3
312	4
313	1
313	2
313	3
313	4
314	1
314	2
314	3
316	1
317	1
317	2
318	1
318	2
318	3
319	1
319	2
319	3
319	4
319	5
320	1
320	2
320	3
320	4
320	5
321	1
322	1
323	1
323	2
323	3
323	4
323	5
324	1
324	2
324	3
326	1
326	2
326	3
327	1
327	2
327	3
328	1
328	2
328	3
328	4
328	5
329	1
330	1
330	2
330	3
331	1
331	2
331	3
331	4
331	5
332	1
332	2
332	3
332	4
332	5
333	1
333	2
333	3
333	4
333	5
334	1
334	2
334	3
334	4
335	1
335	2
336	1
336	2
336	3
336	4
336	5
338	1
338	2
338	3
339	1
339	2
340	1
340	2
340	3
340	4
340	5
341	1
341	2
341	3
341	4
342	1
342	2
342	3
342	4
342	5
343	1
343	2
343	3
344	1
344	2
345	1
345	2
346	1
346	2
346	3
348	1
348	2
349	1
349	2
350	1
350	2
350	3
350	4
352	1
352	2
352	3
352	4
353	1
354	1
354	2
355	1
356	1
356	2
356	3
357	1
357	2
357	3
358	1
359	1
359	2
360	1
360	2
361	1
362	1
362	2
362	3
362	4
362	5
363	1
363	2
363	3
363	4
363	5
364	1
364	2
364	3
365	1
365	2
365	3
365	4
366	1
366	2
366	3
367	1
367	2
367	3
368	1
368	2
368	3
368	4
370	1
371	1
371	2
371	3
371	4
372	1
372	2
374	1
375	1
375	2
375	3
375	4
375	5
376	1
376	2
377	1
378	1
378	2
378	3
379	1
379	2
379	3
380	1
380	2
381	1
381	2
381	3
381	4
381	5
382	1
382	2
382	3
384	1
385	1
385	2
385	3
386	1
386	2
386	3
386	4
387	1
387	2
387	3
388	1
388	2
388	3
388	4
388	5
389	1
389	2
389	3
390	1
390	2
390	3
390	4
391	1
391	2
391	3
392	1
393	1
393	2
393	3
393	4
394	1
396	1
396	2
396	3
398	1
398	2
398	3
398	4
399	1
399	2
399	3
399	4
400	1
400	2
400	3
401	1
401	2
402	1
402	2
402	3
402	4
403	1
403	2
403	3
403	4
403	5
404	1
404	2
404	3
404	4
405	1
405	2
405	3
405	4
405	5
406	1
406	2
407	1
407	2
407	3
407	4
407	5
408	1
408	2
408	3
412	1
412	2
412	3
412	4
412	5
413	1
413	2
413	3
413	4
414	1
415	1
415	2
416	1
417	1
417	2
417	3
417	4
417	5
419	1
419	2
420	1
421	1
421	2
422	1
422	2
422	3
422	4
423	1
423	2
423	3
423	4
423	5
424	1
425	1
425	2
425	3
426	1
427	1
427	2
429	1
429	2
429	3
429	4
430	1
432	1
432	2
433	1
433	2
433	3
434	1
434	2
434	3
435	1
435	2
436	1
436	2
437	1
439	1
440	1
440	2
440	3
440	4
441	1
441	2
441	3
441	4
441	5
442	1
442	2
442	3
443	1
444	1
444	2
444	3
445	1
445	2
447	1
447	2
448	1
449	1
449	2
449	3
450	1
450	2
450	3
450	4
452	1
452	2
452	3
452	4
453	1
454	1
454	2
454	3
455	1
455	2
455	3
455	4
455	5
456	1
456	2
456	3
456	4
457	1
458	1
458	2
458	3
458	4
459	1
460	1
460	2
460	3
460	4
460	5
461	1
462	1
462	2
462	3
462	4
462	5
466	1
466	2
467	1
467	2
469	1
469	2
470	1
470	2
471	1
471	2
471	3
472	1
472	2
473	1
473	2
473	3
473	4
473	5
475	1
476	1
476	2
476	3
476	4
478	1
478	2
478	3
478	4
478	5
480	1
480	2
480	3
483	1
484	1
484	2
484	3
484	4
488	1
488	2
488	3
488	4
489	1
489	2
490	1
490	2
490	3
490	4
491	1
491	2
492	1
492	2
492	3
493	1
493	2
493	3
493	4
493	5
494	1
494	2
494	3
494	4
494	5
496	1
497	1
497	2
498	1
498	2
498	3
498	4
499	1
499	2
500	1
500	2
501	1
501	2
501	3
502	1
502	2
502	3
502	4
503	1
503	2
505	1
505	2
506	1
506	2
506	3
507	1
508	1
508	2
508	3
508	4
508	5
510	1
511	1
511	2
511	3
511	4
512	1
513	1
513	2
513	3
513	4
515	1
515	2
515	3
515	4
516	1
517	1
517	2
517	3
517	4
518	1
518	2
519	1
520	1
522	1
524	1
524	2
524	3
524	4
524	5
525	1
525	2
525	3
526	1
526	2
527	1
527	2
527	3
527	4
527	5
528	1
528	2
528	3
528	4
529	1
529	2
530	1
531	1
531	2
531	3
531	4
531	5
532	1
532	2
532	3
532	4
533	1
533	2
533	3
533	4
533	5
534	1
535	1
536	1
536	2
536	3
536	4
537	1
537	2
537	3
538	1
538	2
538	3
538	4
538	5
539	1
539	2
539	3
540	1
540	2
542	1
542	2
542	3
542	4
543	1
543	2
543	3
544	1
544	2
544	3
544	4
544	5
545	1
548	1
549	1
549	2
549	3
549	4
549	5
550	1
550	2
550	3
550	4
550	5
551	1
551	2
551	3
551	4
553	1
553	2
554	1
554	2
555	1
556	1
557	1
557	2
558	1
558	2
558	3
559	1
559	2
559	3
559	4
559	5
560	1
560	2
560	3
560	4
560	5
561	1
561	2
562	1
562	2
564	1
565	1
565	2
566	1
566	2
566	3
566	4
567	1
567	2
567	3
568	1
568	2
568	3
568	4
569	1
570	1
570	2
570	3
570	4
570	5
571	1
571	2
571	3
573	1
574	1
574	2
574	3
577	1
578	1
579	1
579	2
579	3
579	4
579	5
580	1
580	2
580	3
580	4
582	1
582	2
582	3
582	4
583	1
583	2
583	3
584	1
586	1
586	2
586	3
587	1
587	2
587	3
587	4
588	1
588	2
588	3
589	1
589	2
589	3
590	1
592	1
592	2
592	3
593	1
593	2
594	1
594	2
594	3
594	4
596	1
596	2
596	3
596	4
596	5
597	1
597	2
597	3
597	4
598	1
598	2
598	3
598	4
599	1
599	2
599	3
599	4
599	5
600	1
600	2
601	1
603	1
603	2
603	3
604	1
604	2
605	1
605	2
605	3
605	4
606	1
606	2
606	3
606	4
606	5
608	1
608	2
608	3
609	1
609	2
610	1
610	2
610	3
610	4
610	5
614	1
615	1
615	2
615	3
618	1
618	2
618	3
618	4
620	1
620	2
620	3
620	4
620	5
621	1
621	2
621	3
621	4
621	5
622	1
622	2
623	1
623	2
623	3
623	4
623	5
624	1
625	1
625	2
625	3
625	4
626	1
626	2
627	1
627	2
627	3
629	1
629	2
629	3
629	4
629	5
630	1
630	2
630	3
630	4
631	1
631	2
631	3
631	4
632	1
632	2
632	3
633	1
634	1
635	1
635	2
636	1
636	2
636	3
636	4
637	1
637	2
637	3
637	4
637	5
640	1
641	1
641	2
641	3
641	4
643	1
643	2
643	3
644	1
644	2
645	1
646	1
646	2
646	3
646	4
646	5
648	1
648	2
648	3
649	1
649	2
649	3
649	4
650	1
650	2
651	1
652	1
652	2
652	3
652	4
653	1
653	2
653	3
653	4
653	5
654	1
654	2
654	3
655	1
655	2
656	1
657	1
657	2
659	1
660	1
660	2
661	1
661	2
661	3
661	4
663	1
665	1
665	2
665	3
665	4
666	1
666	2
666	3
666	4
666	5
667	1
